	revid	editor	datetime	title
3075	138973544	93.2.125.73	2017-07-16T02:16:00	L'Équipe (chaîne de télévision)
3076	138973546	93.2.125.73	2017-07-16T02:16:13	L'Équipe (chaîne de télévision)
3077	138973548	93.2.125.73	2017-07-16T02:16:27	L'Équipe (chaîne de télévision)
3078	138973557	93.2.125.73	2017-07-16T02:17:10	L'Équipe (chaîne de télévision)
3079	138973574	93.2.125.73	2017-07-16T02:20:11	L'Équipe (chaîne de télévision)
3080	138973582	93.2.125.73	2017-07-16T02:21:27	L'Équipe (chaîne de télévision)
3081	138973590	93.2.125.73	2017-07-16T02:22:07	L'Équipe (chaîne de télévision)
3082	138973594	93.2.125.73	2017-07-16T02:22:56	L'Équipe (chaîne de télévision)
3083	138973604	93.2.125.73	2017-07-16T02:25:16	L'Équipe (chaîne de télévision)
3084	138973613	93.2.125.73	2017-07-16T02:26:19	L'Équipe (chaîne de télévision)
3085	138973615	93.2.125.73	2017-07-16T02:26:31	L'Équipe (chaîne de télévision)
3086	138973618	93.2.125.73	2017-07-16T02:26:50	L'Équipe (chaîne de télévision)
3087	138973665	93.2.125.73	2017-07-16T02:32:42	L'Équipe (chaîne de télévision)
3088	138973681	93.2.125.73	2017-07-16T02:34:24	L'Équipe (chaîne de télévision)
3089	138973685	93.2.125.73	2017-07-16T02:35:26	L'Équipe (chaîne de télévision)
3090	138973692	93.2.125.73	2017-07-16T02:36:15	L'Équipe (chaîne de télévision)
3091	138973733	93.2.125.73	2017-07-16T02:45:08	L'Équipe (chaîne de télévision)
3092	138973761	93.2.125.73	2017-07-16T02:51:50	L'Équipe (chaîne de télévision)
3093	138973813	93.2.125.73	2017-07-16T03:03:00	L'Équipe (chaîne de télévision)
3094	138973818	93.2.125.73	2017-07-16T03:03:54	L'Équipe (chaîne de télévision)
3095	138973834	93.2.125.73	2017-07-16T03:06:12	L'Équipe (chaîne de télévision)
3096	138973870	93.2.125.73	2017-07-16T03:16:10	L'Équipe (chaîne de télévision)
3097	138973871	93.2.125.73	2017-07-16T03:16:58	L'Équipe (chaîne de télévision)
3098	138973872	93.2.125.73	2017-07-16T03:17:13	L'Équipe (chaîne de télévision)
3099	138973875	93.2.125.73	2017-07-16T03:17:39	L'Équipe (chaîne de télévision)
3100	58616775	82.234.103.206	2010-10-30T00:05:03	Le Monde de monsieur Fred
3101	139481811	93.2.125.73	2017-08-03T23:57:45	Copa Libertadores
3102	139481823	93.2.125.73	2017-08-03T23:58:45	Copa Libertadores
3103	139481930	93.2.125.73	2017-08-04T00:14:21	Copa Libertadores
3104	139481996	93.2.125.73	2017-08-04T00:20:44	Copa Libertadores
3105	139482022	93.2.125.73	2017-08-04T00:23:06	Copa Libertadores
3106	139482036	93.2.125.73	2017-08-04T00:24:10	Copa Libertadores
3107	139482109	93.2.125.73	2017-08-04T00:32:39	Copa Libertadores
3108	139482166	93.2.125.73	2017-08-04T00:39:24	Copa Libertadores
3109	139482211	93.2.125.73	2017-08-04T00:43:29	Copa Libertadores
3110	139482228	93.2.125.73	2017-08-04T00:46:30	Copa Libertadores
3111	139482243	93.2.125.73	2017-08-04T00:48:43	Copa Libertadores
3112	139482276	93.2.125.73	2017-08-04T00:54:43	Copa Libertadores
3113	139482337	93.2.125.73	2017-08-04T01:04:51	Copa Libertadores
3114	139482355	93.2.125.73	2017-08-04T01:08:58	Copa Libertadores
3115	139482403	93.2.125.73	2017-08-04T01:13:58	Copa Libertadores
3116	139482441	93.2.125.73	2017-08-04T01:19:45	Copa Libertadores
3117	139482476	93.2.125.73	2017-08-04T01:23:47	Copa Libertadores
3118	139482491	93.2.125.73	2017-08-04T01:26:48	Copa Libertadores
3119	139606237	93.2.125.73	2017-08-09T00:01:49	Copa Libertadores
3120	143171024	86.197.26.102	2017-12-03T19:53:55	Jean-Baptiste Mondino
3121	66937636	41.104.28.204	2011-06-29T16:17:48	Aïn Taya
3122	66937765	41.104.28.204	2011-06-29T16:20:45	Aïn Taya
3123	69025090	184.18.151.21	2011-08-30T11:55:56	Université Nice-Sophia-Antipolis
3124	69025940	77.247.181.162	2011-08-30T12:22:39	Université Nice-Sophia-Antipolis
3125	69032050	199.48.147.39	2011-08-30T15:45:05	Université Nice-Sophia-Antipolis
3126	69032482	192.251.226.205	2011-08-30T15:58:10	Université Nice-Sophia-Antipolis
3127	55908048	69.22.184.49	2010-08-06T15:27:07	Armin van Buuren
3128	97524281	90.2.139.190	2013-10-16T16:00:15	Mario Del Monaco
3129	84958388	92.138.60.217	2012-11-05T08:15:23	Emma de Caunes
3130	84824278	90.59.167.191	2012-11-01T11:44:36	Husky de Sibérie
3131	125604739	46.21.154.83	2016-04-25T14:57:47	Jean-Pierre Ferland
3132	70102461	88.182.223.7	2011-09-22T11:20:00	Bananas
3133	107981010	90.53.242.31	2014-10-05T13:51:23	Institut national de la propriété industrielle
3134	53431329	82.225.84.154	2010-05-19T17:19:51	Liaison osidique
3135	66029267	82.65.71.94	2011-06-03T23:38:19	Sitcom (film)
3136	130045093	93.2.125.73	2016-09-27T00:03:42	Abdelatif Benazzi
3137	130045111	93.2.125.73	2016-09-27T00:04:24	Abdelatif Benazzi
3138	130045205	93.2.125.73	2016-09-27T00:08:04	Abdelatif Benazzi
3139	130045226	93.2.125.73	2016-09-27T00:08:46	Abdelatif Benazzi
3140	130045252	93.2.125.73	2016-09-27T00:09:54	Abdelatif Benazzi
3141	85244914	90.25.24.64	2012-11-12T14:07:37	Riaumont
3142	129473181	82.248.158.82	2016-09-10T18:44:54	Léon Zitrone
3143	102440344	88.219.191.114	2014-03-28T17:32:22	Vicence
3144	61629411	92.142.185.113	2011-01-25T20:14:03	Aéroport de Calvi-Sainte-Catherine
3145	61629477	92.142.185.113	2011-01-25T20:16:26	Aéroport de Calvi-Sainte-Catherine
3146	61638291	92.142.185.113	2011-01-26T06:27:56	Aéroport de Calvi-Sainte-Catherine
3147	119402664	90.26.192.224	2015-10-11T14:20:33	Gary Oldman
3148	139680761	81.251.27.194	2017-08-11T21:02:41	Guns N' Roses
3149	125723635	109.10.111.137	2016-04-29T12:29:02	Médium (spiritualité)
3150	72369384	82.248.52.70	2011-11-21T16:23:20	Missile Pluton
3151	96777921	81.248.53.219	2013-09-18T22:45:42	Éléphant
3152	91727405	78.250.227.67	2013-04-05T16:33:28	Tim Duncan
3153	130035889	188.103.201.10	2016-09-26T19:44:04	Colophane
3154	130036054	188.103.201.10	2016-09-26T19:48:43	Colophane
3155	114182957	46.218.9.58	2015-04-20T10:18:07	Manoel de Oliveira
3156	103776887	90.56.238.8	2014-05-13T13:34:07	Bigoterie
3157	77184961	93.182.133.58	2012-03-31T16:04:28	Cercueil
3158	77185054	93.182.133.58	2012-03-31T16:06:48	Cercueil
3159	77185507	93.182.133.58	2012-03-31T16:19:39	Cercueil
3160	77185835	93.182.133.58	2012-03-31T16:29:02	Cercueil
3161	77185887	93.182.133.58	2012-03-31T16:30:03	Cercueil
3162	76883249	41.202.76.82	2012-03-21T20:56:37	L'Éducation sentimentale
3163	123570801	90.9.174.55	2016-02-21T15:22:52	Jean Anglade
3164	61624456	83.204.71.233	2011-01-25T17:26:03	Iron Bridge
3165	120712901	69.165.144.173	2015-11-22T17:02:44	Liste de films québécois
3166	119984448	90.57.147.58	2015-10-29T18:13:10	Liste de poètes de langue française
3167	130150558	82.143.85.242	2016-09-29T13:48:02	Bienne-lez-Happart
3168	52624791	83.172.208.68	2010-04-26T11:39:16	Ella Maillart
3169	52624839	83.172.208.68	2010-04-26T11:40:26	Ella Maillart
3170	52630072	83.172.208.68	2010-04-26T14:01:16	Ella Maillart
3171	52630240	83.172.208.68	2010-04-26T14:05:54	Ella Maillart
3172	52631013	83.172.208.68	2010-04-26T14:28:25	Ella Maillart
3173	52635155	83.172.208.68	2010-04-26T16:17:06	Ella Maillart
3174	52635543	83.172.208.68	2010-04-26T16:30:00	Ella Maillart
3175	52635759	83.172.208.68	2010-04-26T16:36:27	Ella Maillart
3176	52635900	83.172.208.68	2010-04-26T16:40:56	Ella Maillart
3177	52636168	83.172.208.68	2010-04-26T16:49:24	Ella Maillart
3178	52636958	83.172.208.68	2010-04-26T17:08:47	Ella Maillart
3179	52637060	83.172.208.68	2010-04-26T17:11:28	Ella Maillart
3180	52638490	83.172.208.68	2010-04-26T17:56:30	Ella Maillart
3181	52638737	83.172.208.68	2010-04-26T18:05:06	Ella Maillart
3182	52638819	83.172.208.68	2010-04-26T18:08:14	Ella Maillart
3183	52639035	83.172.208.68	2010-04-26T18:16:59	Ella Maillart
3184	52639081	83.172.208.68	2010-04-26T18:18:31	Ella Maillart
3185	52646740	83.172.208.68	2010-04-26T22:00:55	Ella Maillart
3186	52646870	83.172.208.68	2010-04-26T22:05:26	Ella Maillart
3187	52647234	83.172.208.68	2010-04-26T22:18:41	Ella Maillart
3188	95038867	82.254.169.81	2013-07-17T16:09:22	Sith
3189	95040085	82.254.169.81	2013-07-17T16:57:44	Sith
3190	95040109	82.254.169.81	2013-07-17T16:58:17	Sith
3191	95040279	82.254.169.81	2013-07-17T17:04:00	Sith
3192	123149364	88.219.191.32	2016-02-08T12:05:41	Pierre Bergé
3193	59253987	82.237.119.148	2010-11-15T16:28:56	Spetsnaz
3194	125654442	173.199.65.29	2016-04-27T06:08:14	Mohawk (langue)
3195	64626672	78.192.173.130	2011-04-23T19:56:33	Inlandsis
3196	105118411	86.192.236.38	2014-07-02T02:07:47	Hirson
3197	94241375	83.200.20.208	2013-06-20T11:50:06	Sarayaku
3198	107729515	88.219.191.35	2014-09-25T10:53:14	Lutrin
3199	125553751	82.228.252.20	2016-04-24T01:42:07	Le Cannet
3200	89416234	94.142.233.175	2013-03-02T09:06:13	Clémentine Autain
3201	79150589	86.211.64.148	2012-05-27T23:26:37	Thibaut
3202	105120764	80.8.243.117	2014-07-02T07:29:31	Mahorais
3203	79145198	90.36.32.79	2012-05-27T20:05:07	Kader Arif
3204	80211844	82.252.164.221	2012-06-27T00:04:43	Aflatoxine
3205	59874433	77.193.250.247	2010-12-04T19:01:34	Cocteau Twins
3206	77976979	85.237.211.210	2012-04-23T23:24:45	INRI
3207	75979289	80.58.205.107	2012-02-24T12:23:43	Hippodrome
3208	119770341	88.219.191.62	2015-10-24T01:15:05	Abbaye Notre-Dame de Daoulas
3209	74918580	78.112.61.212	2012-01-29T22:45:01	Miroslav Klose
3210	104502039	90.2.235.29	2014-06-09T08:03:54	Pontcharra
3211	119874128	88.219.191.62	2015-10-26T14:10:05	Liste des évêques de Riez
3212	133524137	68.168.122.158	2017-01-10T21:06:03	Famille d'Avout
3213	60898058	89.80.247.45	2011-01-03T18:49:39	Conseil du roi de France
3214	60898164	89.80.247.45	2011-01-03T18:53:10	Conseil du roi de France
3215	65798049	92.226.34.22	2011-05-28T15:21:53	Ryzom
3216	65798111	92.226.34.22	2011-05-28T15:23:00	Ryzom
3217	67369915	117.197.170.165	2011-07-12T06:55:31	Mahamadou Diarra
3218	68987004	62.193.242.154	2011-08-29T13:13:12	Seydou Keita (football)
3219	117187283	83.199.193.247	2015-07-26T10:20:41	Trusquin
3220	99348676	88.219.191.115	2013-12-18T08:50:31	Roland Bacri
3221	99348743	88.219.191.115	2013-12-18T08:54:14	Roland Bacri
3222	99348868	88.219.191.115	2013-12-18T09:00:07	Roland Bacri
3223	99348946	88.219.191.115	2013-12-18T09:03:46	Roland Bacri
3224	99348989	88.219.191.115	2013-12-18T09:06:32	Roland Bacri
3225	99349079	88.219.191.115	2013-12-18T09:12:02	Roland Bacri
3226	99349115	88.219.191.115	2013-12-18T09:13:50	Roland Bacri
3227	99349438	88.219.191.115	2013-12-18T09:26:16	Roland Bacri
3228	99349539	88.219.191.115	2013-12-18T09:32:23	Roland Bacri
3229	60544407	87.67.94.112	2010-12-25T08:55:30	José Mourinho
3230	84261961	129.194.8.73	2012-10-18T11:08:00	John Davison Rockefeller
3231	83856925	82.120.41.202	2012-10-08T01:25:55	Athanase d'Alexandrie
3232	83856935	82.120.41.202	2012-10-08T01:27:20	Athanase d'Alexandrie
3233	83857017	82.120.41.202	2012-10-08T01:35:46	Athanase d'Alexandrie
3234	125905871	46.21.151.107	2016-05-05T16:59:52	Tout le monde en parle (Québec)
3235	120974726	88.219.191.61	2015-12-01T19:31:36	Guillaume d'Estouteville
3236	120974745	88.219.191.61	2015-12-01T19:32:54	Guillaume d'Estouteville
3237	95929629	90.37.11.32	2013-08-19T13:58:41	Mazan (Vaucluse)
3238	95929774	90.37.11.32	2013-08-19T14:03:02	Mazan (Vaucluse)
3239	95929892	90.37.11.32	2013-08-19T14:07:14	Mazan (Vaucluse)
3240	56892870	74.115.209.59	2010-09-07T18:36:57	Discussion:Logiciel propriétaire
3241	56892995	74.115.209.59	2010-09-07T18:43:07	Discussion:Logiciel propriétaire
3242	56893003	74.115.209.59	2010-09-07T18:43:26	Discussion:Logiciel propriétaire
3243	56893011	74.115.209.59	2010-09-07T18:43:59	Discussion:Logiciel propriétaire
3244	112823361	88.219.191.121	2015-03-15T23:39:29	Mouvement LGBT
3245	112823599	88.219.191.121	2015-03-15T23:52:55	Mouvement LGBT
3246	107163321	83.200.187.127	2014-09-04T21:43:04	Boris Becker
3247	107171817	83.200.187.127	2014-09-05T09:42:35	Boris Becker
3248	119874166	88.219.191.62	2015-10-26T14:11:08	Liste des évêques de Sisteron
3249	66010489	89.170.44.77	2011-06-03T12:10:46	Rafle du Vélodrome d'Hiver
3250	136408700	82.230.29.17	2017-04-13T19:47:15	Rafle du Vélodrome d'Hiver
3251	136408813	82.230.29.17	2017-04-13T19:52:47	Rafle du Vélodrome d'Hiver
3252	68987345	62.193.242.154	2011-08-29T13:19:37	Éric Abidal
3253	139544552	81.251.27.194	2017-08-06T16:16:31	Adrien Brody
3254	102523436	88.219.191.114	2014-03-31T18:26:16	Fatouville-Grestain
3255	141920407	92.145.3.62	2017-10-25T20:11:04	Discussion:Glyphosate
3256	94118388	90.41.189.16	2013-06-16T13:02:42	Warhammer le jeu des batailles fantastiques
3257	94118865	90.41.189.16	2013-06-16T13:18:41	Warhammer le jeu des batailles fantastiques
3258	94119034	90.41.189.16	2013-06-16T13:25:13	Warhammer le jeu des batailles fantastiques
3259	70207160	62.193.242.154	2011-09-24T07:13:03	Los Angeles Police Department
3260	66063881	202.65.245.10	2011-06-05T05:31:47	Chi
3261	84875290	92.138.60.217	2012-11-02T22:33:11	Bouli Lanners
3262	77968335	79.93.153.139	2012-04-23T18:31:07	Michaël Llodra
3263	57332526	86.77.16.221	2010-09-21T19:05:55	Méthode de la sécante
3264	80595270	220.255.2.125	2012-07-08T07:45:00	Gouvernement Berlusconi II
3265	54239664	64.62.196.24	2010-06-12T23:27:41	Têtu (magazine)
3266	61282548	81.244.30.2	2011-01-14T19:38:30	Décapsuleur
3267	137035442	86.207.163.85	2017-05-03T18:30:43	Alphabet géorgien
3268	102999767	92.134.224.137	2014-04-17T17:54:30	Privilège
3269	103848285	81.242.64.253	2014-05-15T22:17:41	Grands rhétoriqueurs
3270	128887474	91.229.61.140	2016-08-22T18:41:03	Punto guajiro
3271	86969159	90.54.131.223	2012-12-27T13:39:21	Douglas A-26 Invader
3272	118186198	83.134.236.58	2015-08-30T06:57:55	Mont Rushmore
3273	71936602	79.80.167.227	2011-11-09T12:32:12	Nuancier
3274	114957057	88.219.191.2	2015-05-12T20:44:12	Planche
3275	85076713	80.58.205.41	2012-11-08T14:22:06	Montereale
3276	97524046	90.2.139.190	2013-10-16T15:51:33	Moshe Dayan
3277	87174566	41.249.89.237	2013-01-02T13:21:58	Équipe du Maroc de football
3278	81128174	41.248.104.154	2012-07-22T16:39:12	Reading Football Club
3279	139800909	83.220.174.128	2017-08-16T14:42:50	Masculinisme
3280	57024693	78.55.254.151	2010-09-11T21:30:26	Jérôme Fernandez
3281	94288193	90.57.61.167	2013-06-21T21:11:41	Tchernobyl
3282	94288211	90.57.61.167	2013-06-21T21:12:32	Tchernobyl
3283	110356159	81.49.70.204	2014-12-29T17:20:25	Société par actions simplifiée
3284	60571320	90.84.146.182	2010-12-26T12:30:51	Western Digital
3285	77965206	79.93.153.139	2012-04-23T17:02:52	Paul-Henri Mathieu
3286	114842556	88.219.191.2	2015-05-08T19:15:27	Schizocarpe
3287	113779275	88.219.191.37	2015-04-12T12:50:40	Comarque
3288	113779307	88.219.191.37	2015-04-12T12:51:46	Comarque
3289	71464952	78.250.78.250	2011-10-26T11:03:18	Rafael Nadal
3290	77961348	79.93.153.139	2012-04-23T14:55:10	Rafael Nadal
3291	61729053	82.127.148.124	2011-01-29T00:40:41	Bata (entreprise)
3292	120555175	64.235.110.226	2015-11-16T16:26:27	Dignité
3293	120555478	64.235.110.226	2015-11-16T16:36:44	Dignité
3294	120555511	64.235.110.226	2015-11-16T16:37:56	Dignité
3295	58246963	213.165.91.132	2010-10-19T19:57:21	Le Monde du fleuve
3296	127827193	88.219.191.3	2016-07-14T06:52:12	Basilique Notre-Dame-de-la-Garde
3297	127827237	88.219.191.3	2016-07-14T06:54:57	Basilique Notre-Dame-de-la-Garde
3298	127827317	88.219.191.3	2016-07-14T07:01:23	Basilique Notre-Dame-de-la-Garde
3299	127827471	88.219.191.3	2016-07-14T07:10:34	Basilique Notre-Dame-de-la-Garde
3300	82717566	84.98.24.202	2012-09-05T14:05:30	Outlawz
3301	65019780	90.32.38.108	2011-05-04T20:31:11	Championnat de France de volley-ball masculin
3302	59705624	110.76.82.179	2010-11-29T11:07:50	Adivasis
3303	144662827	178.95.23.220	2018-01-20T10:42:30	Dominique Venner
3304	144663106	178.95.23.220	2018-01-20T10:53:44	Dominique Venner
3305	144663276	178.95.23.220	2018-01-20T10:58:58	Dominique Venner
3306	65377215	220.255.1.144	2011-05-15T15:19:54	Métro de Singapour
3307	73990306	95.182.223.67	2012-01-06T10:30:36	Aide publique au développement
3308	129108584	83.76.114.133	2016-08-29T19:18:30	Rémy Vercoutre
3309	72569506	78.129.222.246	2011-11-27T23:45:34	Jacques Sadoul (homme politique)
3310	62934051	80.119.169.151	2011-03-06T13:22:53	Sauna
3311	66298002	80.67.176.109	2011-06-12T02:52:51	Digital visual interface
3312	66298007	80.67.176.109	2011-06-12T02:53:47	Digital visual interface
3313	144744476	90.57.235.238	2018-01-22T20:45:14	Serge Lama
3314	112151512	188.192.84.244	2015-02-24T15:56:15	Vivendi Games
3315	83220665	85.17.122.222	2012-09-21T00:08:57	Symphonie nº 5 de Beethoven
3316	83220683	85.17.122.222	2012-09-21T00:11:00	Symphonie nº 5 de Beethoven
3317	83220707	85.17.122.222	2012-09-21T00:13:26	Symphonie nº 5 de Beethoven
3318	60270701	80.58.205.41	2010-12-16T10:28:35	Les Planètes
3319	64114056	207.162.116.1	2011-04-07T16:01:33	Sleepers (film)
3320	65181633	207.162.116.1	2011-05-09T14:08:39	Sleepers (film)
3321	68746159	78.249.212.208	2011-08-23T12:40:24	Rupert Grint
3322	72916630	82.253.177.168	2011-12-07T18:02:55	Pompier en France
3323	60509438	96.23.95.228	2010-12-23T19:07:02	Transformers (série télévisée d'animation)
3324	61938453	96.23.95.228	2011-02-04T02:20:49	Transformers (série télévisée d'animation)
3325	113722882	88.219.191.45	2015-04-10T16:42:48	Scuol
3326	102522553	88.219.191.114	2014-03-31T17:55:23	Autoroute A131 (France)
3327	102523122	88.219.191.114	2014-03-31T18:14:20	Autoroute A131 (France)
3328	102523231	88.219.191.114	2014-03-31T18:18:29	Autoroute A131 (France)
3329	102523258	88.219.191.114	2014-03-31T18:19:38	Autoroute A131 (France)
3330	102530726	88.219.191.114	2014-03-31T23:35:50	Autoroute A131 (France)
3331	66304500	78.126.24.3	2011-06-12T09:47:35	Club sportif sfaxien (football)
3332	66322392	78.126.24.3	2011-06-12T19:32:54	Club sportif sfaxien (football)
3333	66327979	78.126.24.3	2011-06-12T22:56:02	Club sportif sfaxien (football)
3334	66393632	78.126.24.3	2011-06-14T19:44:52	Club sportif sfaxien (football)
3335	66394841	78.126.24.3	2011-06-14T20:22:03	Club sportif sfaxien (football)
3336	66395419	78.126.24.3	2011-06-14T20:40:15	Club sportif sfaxien (football)
3337	66395521	78.126.24.3	2011-06-14T20:42:56	Club sportif sfaxien (football)
3338	66395591	78.126.24.3	2011-06-14T20:44:59	Club sportif sfaxien (football)
3339	56537496	208.53.142.37	2010-08-27T10:55:49	Kool Shen
3340	77890053	213.166.196.69	2012-04-21T07:38:23	Artzenheim
3341	100094061	78.251.252.50	2014-01-10T00:12:38	La Belle au bois dormant (ballet)
3342	85552845	41.207.26.115	2012-11-20T15:30:27	Alpha Blondy
3343	121051971	88.219.191.61	2015-12-04T15:53:38	Claude Fleury
3344	121052271	88.219.191.61	2015-12-04T16:03:42	Claude Fleury
3345	73077344	62.193.242.154	2011-12-12T17:29:25	Coinche
3346	97469824	83.196.250.139	2013-10-14T12:59:21	Messeix
3347	97453028	82.255.70.246	2013-10-13T19:06:54	Laqueuille
3348	97453084	82.255.70.246	2013-10-13T19:08:35	Laqueuille
3349	63700893	82.249.22.61	2011-03-26T14:34:33	Barre oblique
3350	63700949	82.249.22.61	2011-03-26T14:36:14	Barre oblique
3351	97522773	90.2.139.190	2013-10-16T15:03:33	Heinz Barth
3352	102987261	83.79.39.99	2014-04-17T09:12:32	Eissportverein Zoug
3353	102988416	83.79.39.99	2014-04-17T09:57:25	Eissportverein Zoug
3354	118676597	88.171.81.129	2015-09-15T19:46:14	Collants
3355	118676699	88.171.81.129	2015-09-15T19:48:40	Collants
3356	78380365	80.14.139.251	2012-05-05T18:26:16	Discussion:Hillary Clinton
3357	78394603	80.14.139.251	2012-05-06T07:59:55	Discussion:Hillary Clinton
3358	78506443	80.14.139.251	2012-05-09T08:42:47	Discussion:Hillary Clinton
3359	78509199	80.14.139.251	2012-05-09T10:11:43	Discussion:Hillary Clinton
3360	78618609	80.14.139.251	2012-05-12T16:30:23	Discussion:Hillary Clinton
3361	78683519	80.14.139.251	2012-05-14T15:58:57	Discussion:Hillary Clinton
3362	78705356	80.14.139.251	2012-05-15T09:06:27	Discussion:Hillary Clinton
3363	78713822	80.14.139.251	2012-05-15T14:19:03	Discussion:Hillary Clinton
3364	78744146	80.14.139.251	2012-05-16T10:32:00	Discussion:Hillary Clinton
3365	121046820	88.219.191.61	2015-12-04T12:35:12	Ordalie
3366	60633419	78.251.68.45	2010-12-28T09:27:56	Crime of the Century
3367	60633775	78.251.68.45	2010-12-28T09:42:22	Crime of the Century
3368	60633939	78.251.68.45	2010-12-28T09:49:17	Crime of the Century
3369	60633973	78.251.68.45	2010-12-28T09:50:40	Crime of the Century
3370	64148746	78.122.24.79	2011-04-08T19:44:27	Discussion:Arles
3371	131902867	86.68.66.24	2016-11-17T15:16:05	The Rugby Championship
3372	131902926	86.68.66.24	2016-11-17T15:18:20	The Rugby Championship
3373	131902969	86.68.66.24	2016-11-17T15:20:20	The Rugby Championship
3374	131903101	86.68.66.24	2016-11-17T15:25:10	The Rugby Championship
3375	131903820	86.68.66.24	2016-11-17T15:52:49	The Rugby Championship
3376	131904003	86.68.66.24	2016-11-17T16:00:21	The Rugby Championship
3377	131904247	86.68.66.24	2016-11-17T16:11:04	The Rugby Championship
3378	131904298	86.68.66.24	2016-11-17T16:13:15	The Rugby Championship
3379	131904322	86.68.66.24	2016-11-17T16:14:29	The Rugby Championship
3380	131904543	86.68.66.24	2016-11-17T16:22:47	The Rugby Championship
3381	131904842	86.68.66.24	2016-11-17T16:31:48	The Rugby Championship
3382	131905026	86.68.66.24	2016-11-17T16:38:52	The Rugby Championship
3383	131905158	86.68.66.24	2016-11-17T16:42:51	The Rugby Championship
3384	131905640	86.68.66.24	2016-11-17T17:00:07	The Rugby Championship
3385	131907073	86.68.66.24	2016-11-17T17:57:07	The Rugby Championship
3386	131907203	86.68.66.24	2016-11-17T18:03:49	The Rugby Championship
3387	131907273	86.68.66.24	2016-11-17T18:07:21	The Rugby Championship
3388	131907451	86.68.66.24	2016-11-17T18:14:22	The Rugby Championship
3389	131907711	86.68.66.24	2016-11-17T18:23:43	The Rugby Championship
3390	131907913	86.68.66.24	2016-11-17T18:30:42	The Rugby Championship
3391	131908038	86.68.66.24	2016-11-17T18:36:11	The Rugby Championship
3392	131933224	86.68.66.24	2016-11-18T19:21:40	The Rugby Championship
3393	119762319	109.190.113.198	2015-10-23T19:28:04	Shaolin Soccer
3394	54004298	64.62.196.25	2010-06-06T01:47:07	Bouyides
3395	89723371	212.232.24.57	2013-03-11T03:07:24	Grand Prix de Long Beach
3396	58754156	93.182.186.31	2010-11-02T20:28:21	Discussion:Antéchrist
3397	58757214	93.182.186.31	2010-11-02T21:43:07	Discussion:Antéchrist
3398	85934883	78.250.72.148	2012-11-30T07:37:35	François Corbier
3399	108439745	109.212.147.112	2014-10-22T19:44:05	Hiromu Arakawa
3400	118676357	88.171.81.129	2015-09-15T19:39:14	Culotte (vêtement)
3401	93838164	46.21.99.26	2013-06-07T00:51:49	Jewish Defense League
3402	56536981	213.229.109.203	2010-08-27T10:36:14	Gaël Monfils
3403	77968769	79.93.153.139	2012-04-23T18:42:17	Jean-René Lisnard
3404	77947280	79.93.153.139	2012-04-23T06:24:24	Julien Benneteau
3405	65915768	84.5.255.168	2011-05-31T16:18:00	Marion Bartoli
3406	113486391	90.15.238.5	2015-04-02T14:23:21	Vallée de la Tarentaise
3407	113486468	90.15.238.5	2015-04-02T14:26:02	Vallée de la Tarentaise
3408	70704618	129.194.8.73	2011-10-03T11:16:35	Alopécie
3409	56593700	174.36.199.203	2010-08-29T08:15:51	Discussion utilisateur:Ludo29
3410	56595777	217.115.137.221	2010-08-29T09:38:15	Discussion utilisateur:Ludo29
3411	56597969	137.56.163.64	2010-08-29T11:08:06	Discussion utilisateur:Ludo29
3412	56598041	137.56.163.64	2010-08-29T11:10:13	Discussion utilisateur:Ludo29
3413	56628382	208.53.142.41	2010-08-30T09:10:52	Discussion utilisateur:Ludo29
3414	60668377	90.32.148.163	2010-12-29T10:29:20	Bretons
3415	98292199	86.214.83.253	2013-11-12T12:35:31	François d'Orléans (1818-1900)
3416	107729715	88.219.191.35	2014-09-25T11:04:01	Tabernacle (meuble)
3417	88739417	79.93.13.37	2013-02-13T16:01:10	Patrice Évra
3418	75887006	79.143.177.201	2012-02-21T22:54:06	David Pujadas
3419	75887099	79.143.177.201	2012-02-21T22:56:37	David Pujadas
3420	123688370	109.213.48.59	2016-02-25T02:33:16	Homme (Terre du Milieu)
3421	84924277	92.138.60.217	2012-11-04T11:05:38	Michael Madsen
3422	117112673	89.84.31.242	2015-07-23T13:06:54	Francis Fukuyama
3423	108798603	90.3.50.154	2014-11-03T15:08:35	Thibaut IV de Blois
3424	115885234	82.120.126.50	2015-06-10T16:47:34	17e régiment du génie parachutiste
3425	103936472	86.211.181.39	2014-05-19T12:21:04	Joseph Radetzky
3426	112612763	79.81.123.42	2015-03-09T20:13:18	Max Roach
3427	115633782	86.199.211.187	2015-06-02T22:07:04	Charlotte Bonaparte
3428	115633859	86.199.211.187	2015-06-02T22:08:41	Charlotte Bonaparte
3429	66255408	85.1.209.166	2011-06-10T20:45:26	Molodoï (groupe)
3430	74207283	173.254.216.68	2012-01-11T14:02:08	Guillaume Peltier
3431	74207425	173.254.216.68	2012-01-11T14:05:02	Guillaume Peltier
3432	74207478	173.254.216.68	2012-01-11T14:06:19	Guillaume Peltier
3433	126210654	86.220.251.204	2016-05-16T06:35:29	Guillaume Peltier
3434	75731072	88.167.33.82	2012-02-17T21:25:11	Tinariwen
3435	115318588	88.219.191.94	2015-05-24T19:04:31	Épilobe
3436	74184873	62.193.242.154	2012-01-10T22:49:58	Discussion:Stade toulousain
3437	69480603	79.88.250.123	2011-09-11T21:29:42	Franck Pitiot
3438	137489334	90.58.201.4	2017-05-19T20:32:44	Dora
